照護團隊名稱／諮詢電話,醫事機構名稱,醫事機構電話,醫事機構地址,居家醫療醫療,重度居家醫療,安寧居家療護,居家呼吸照護,居家中醫醫療,居家藥事照護,在宅急症照護,近三個月有收案
03-8263151#815650,,,,,,,,,,,
國軍花蓮總醫院居家醫療照護整合團隊,悅增身心診所,03-8321805,花蓮縣花蓮市中華路４３５－６號１樓（地圖),1,,,,,,,
03-8263151#815650,,,,,,,,,,,
原鄉醫療照護團隊,蔣博文復健科診所,03-8227128,花蓮縣花蓮市中美路１７２號１、２樓（地圖),1,,,,,,,
0928-239037,,,,,,,,,,,
花蓮醫院暨豐濱原住民分院居家醫療群,張海山診所,03-8353777,花蓮縣花蓮市中正路１９１號１樓（地圖),1,,,,,,,1
03-8358141#3112,,,,,,,,,,,
03-8358141#3180,,,,,,,,,,,
門諾居家醫療團隊,珍幸福診所,03-8328291,花蓮縣花蓮市中正路２９６號１樓（地圖),1,,,,,,,
03-8241223、03-8241350,,,,,,,,,,,
花蓮慈濟居家醫療整合團隊,,,,,,,,,,,
03-8561825#12405,,,,,,,,,,,
花蓮居家醫療照護團隊,,,,,,,,,,,
0932-143725,,,,,,,,,,,
原鄉醫療照護團隊,銘心身心診所,03-8226116,花蓮縣花蓮市民政里３１鄰中美路１１３之２號１－２樓（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
光鹽醫療照顧團隊,劉明謙診所,03-8760500,花蓮縣鳳林鎮中正路２段１７２號（地圖),1,,,,,,,
03-8534305,,,,,,,,,,,
原鄉醫療照護團隊,嗎哪診所,03-8772780,花蓮縣鳳林鎮林榮里林榮路１６９號１樓（地圖),1,,,,,,,
0928-239037,,,,,,,,,,,
玉榮居家醫療團隊,里安診所,03-8883232,花蓮縣玉里鎮中城里３３鄰復興街２８號（地圖),1,,,,,,,
03-8883141#2222,,,,,,,,,,,
玉榮居家醫療團隊,幼康診所,03-8881895,花蓮縣玉里鎮興國路一段２５９號（地圖),1,,,,,,,
03-8883141#2222,,,,,,,,,,,
玉榮居家醫療團隊,盧雲亮診所,03-8886000,花蓮縣玉里鎮大同路８９號１樓（地圖),1,,,,,,,
03-8883141#2222,,,,,,,,,,,
國軍花蓮總醫院居家醫療照護整合團隊,安台診所,03-8261457,花蓮縣新城鄉北埔村北埔路５２號（地圖),1,,1,,,,,1
03-8263151#815650,,,,,,,,,,,
花蓮居家醫療照護團隊,劉耳鼻喉科診所,03-8544322,花蓮縣吉安鄉中華路２段１３８號（地圖),1,,,,,,,
0932-143725,,,,,,,,,,,
原鄉醫療照護團隊,康寧診所,03-8530910,花蓮縣吉安鄉慶豐村中山路３段３８６號（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
花蓮居家醫療照護團隊,,,,,,,,,,,
0932-143725,,,,,,,,,,,
光鹽醫療照顧團隊,福田耳鼻喉科診所,03-8577823,花蓮縣吉安鄉建國路１段６３、６５號１樓（地圖),1,,,,,,,1
03-8534305,,,,,,,,,,,
門諾居家醫療團隊,,,,,,,,,,,
03-8241223、03-8241350,,,,,,,,,,,
光鹽醫療照顧團隊,光鹽診所,03-8534305,花蓮縣吉安鄉中山路３段２８１號（地圖),1,,1,,,,,1
03-8534305,,,,,,,,,,,
原鄉醫療照護團隊,,,,,,,,,,,
0928-239037,,,,,,,,,,,
花蓮居家醫療照護團隊,,,,,,,,,,,
0932-143725,,,,,,,,,,,
原鄉醫療照護團隊,中心診所,03-8460656,花蓮縣吉安鄉中央路三段５６６號（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
花蓮醫院暨豐濱原住民分院居家醫療群,福康診所,03-8547668,花蓮縣吉安鄉吉安路二段４１號（地圖),1,,,,,,,1
03-8358141#3112,,,,,,,,,,,
03-8358141#3180,,,,,,,,,,,
原鄉醫療照護團隊,張診所,03-8535005,花蓮縣吉安鄉干城村吉安路六段２２０號１樓（地圖),1,,,,,,,
0928-239037,,,,,,,,,,,
原鄉醫療照護團隊,信德診所,03-8661197,花蓮縣壽豐鄉志學村中山路３段７６號（地圖),1,,,,,,,
0928-239037,,,,,,,,,,,
花蓮居家醫療照護團隊,禾心診所,03-8650020,花蓮縣壽豐鄉豐山村中山路２２５號（地圖),1,,,,,,,1
0932-143725,,,,,,,,,,,
原鄉醫療照護團隊,葉日昇診所,03-8700182,花蓮縣光復鄉忠孝路１００號（地圖),1,,,,,,,
0928-239037,,,,,,,,,,,
玉榮居家醫療團隊,柏仁診所,03-8700380,花蓮縣光復鄉中正路一段５９號１樓（地圖),1,,1,,,,,1
03-8883141#2222,,,,,,,,,,,
光鹽醫療照顧團隊,黃外科診所,03-8871881,花蓮縣瑞穗鄉瑞美村中華路１２４號（地圖),1,,,,,,,
03-8534305,,,,,,,,,,,
原鄉醫療照護團隊,富原診所,03-8812111,花蓮縣瑞穗鄉富源村中正路１５６號（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
原鄉醫療照護團隊,水源診所,03-8580501,花蓮縣秀林鄉水源村１７號（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
玉榮居家醫療團隊,南里安診所,03-8832278,花蓮縣卓溪鄉古風村石平２５鄰５１之１號（地圖),1,,,,,,,
03-8883141#2222,,,,,,,,,,,
安家居,大慶家醫科外科診所,089-322221,臺東縣臺東市中山路２３６號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,東和外科診所,089-311011,臺東縣臺東市大同路１５０號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,朱眼科診所,089-328445,臺東縣臺東市光明路１５１號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,余耳鼻喉科診所,089-337447,臺東縣臺東市光明路１２３號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,蔡明宏心臟內科診所,089-346882,臺東縣臺東市更生路１９９號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,東光眼科診所,089-341105,臺東縣臺東市更生路２４６號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
安家居,關強內科診所,089-343588,臺東縣臺東市中山路２２４號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,大溪診所,089-511999,臺東縣臺東市大順路２３號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
玉榮居家醫療團隊,,,,,,,,,,,
03-8883141#2222,,,,,,,,,,,
東基行動醫療團隊,,,,,,,,,,,
安家居,吳明宏骨外科診所,089-357787,臺東縣臺東市博愛路３６２巷６號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,尤憲明內科小兒科診所,089-323306,臺東縣臺東市中華路１段３９６號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,和意診所,089-220727,臺東縣臺東市四維路三段３０號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,李惠雄內科診所,089-361850,臺東縣臺東市中正路３３４號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,東興內科診所,089-228678,臺東縣臺東市四維路三段３６號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,許眼科診所,089-350632,臺東縣臺東市新生路４５３號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,李旺駿耳鼻喉科診所,089-310568,臺東縣臺東市中華路一段３１７號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,東聖骨外科診所,089-323599,臺東縣臺東市中正路１８３號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,汪皮膚科診所,089-320099,臺東縣臺東市更生路１０５號（地圖),1,,,,,,,
安家居,,,,,,,,,,,
089-324112#1131,,,,,,,,,,,
玉榮居家醫療團隊,路瑪診所,089-510015,臺東縣臺東市知本里吉泰路１８號１樓（地圖),1,,,,,,1,1
03-8883141#2222,,,,,,,,,,,
安家居,,,,,,,,,,,
089-324112#1131,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
東基行動醫療團隊,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,新港診所,089-850313,臺東縣成功鎮中華路３３號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,陳仁祐診所,089-850851,臺東縣成功鎮民生路１４３號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,民安診所,089-814568,臺東縣關山鎮中華路５８號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
普悠瑪居家整合照護團隊,太平診所,089-383729,臺東縣卑南鄉太平路２１７號（地圖),1,,,,,,,
安家居,仁和內科外科診所,089-780310,臺東縣太麻里鄉外環路２２０號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
玉榮居家醫療團隊,,,,,,,,,,,
03-8883141#2222,,,,,,,,,,,
東基行動醫療團隊,,,,,,,,,,,
安家居,安健家醫科婦產科診所,089-780720,臺東縣太麻里鄉泰和村外環路７６號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
東基行動醫療團隊,杏歆診所,089-783018,臺東縣太麻里鄉至善路３０號（地圖),1,,,,,,1,1
安家居,,,,,,,,,,,
089-324112#1131,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
東基行動醫療團隊,都蘭診所,089-531950,臺東縣東河鄉都蘭９６號（地圖),1,,,,,,1,1
安家居,,,,,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
天主教聖母醫療團隊,,,,,,,,,,,
089-291021#632,,,,,,,,,,,
安家居,長濱診所,089-830009,臺東縣長濱鄉長濱村中興２５－１號（地圖),1,,,,,,,
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
原鄉醫療照護團隊,佳音診所,089-830081,臺東縣長濱鄉長濱路１１３－１號（地圖),1,,,,,,,1
0928-239037,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
安家居,,,,,,,,,,,
089-324112#1131,,,,,,,,,,,
安家居,鹿野診所,089-550488,臺東縣鹿野鄉鹿野村中華路２段１５６號（地圖),1,,,,,,,1
089-324112#1131,,,,,,,,,,,
普悠瑪居家整合照護團隊,,,,,,,,,,,
玉榮居家醫療團隊,,,,,,,,,,,
03-8883141#2222,,,,,,,,,,,
東基行動醫療團隊,,,,,,,,,,,
普悠瑪居家整合照護團隊,池上好診所,089-864800,臺東縣池上鄉新生路２０７、２０９號（地圖),1,,,,,,1,1
浯島居家醫療團隊,吾家診所,082-375899,金門縣金城鎮西門里富康一村一巷１２號（地圖),1,,,,,,,1
(082)33-6662,,,,,,,,,,,
青年公園居家醫療照護團隊,三大診所,082-333995,金門縣金湖鎮復興西路２號３樓（地圖),1,,,,,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
浯島居家醫療團隊,康橋診所,082-330096,金門縣金湖鎮赤東路１５０號１樓（地圖),1,,,,,,,1
(082)33-6662,,,,,,,,,,,
青年公園居家醫療照護團隊,理想中醫診所,02-27688080,臺北市松山區南京東路５段４６號２樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,仁和堂中醫診所,02-25288868,臺北市松山區八德路４段２０１號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,瑞康中醫診所,02-27080053,臺北市大安區瑞安街２０８巷２４弄１２號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,全德中醫診所,02-23682482,臺北市大安區羅斯福路３段３７號３樓（地圖),1,,,,1,,,1
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
正大居家醫療照護團隊,,,,,,,,,,,
(02)2456-9275,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,,,,,,,,,,,
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
萬芳團隊,靖妃中醫診所,02-27042328,臺北市大安區敦化南路２段６３巷５８號（１樓）（地圖),1,,,,1,,,1
(02)2936-7193,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,景崧現代中醫診所,02-87322299,臺北市大安區基隆路２段１４８號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,明悅中醫診所,02-27713370,臺北市大安區忠孝東路４段２１０之１號９樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,全相中醫診所,02-27553586,臺北市大安區安和路１段１１２巷１９號（地圖),1,,,,1,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,保惠中醫診所,02-87320566,臺北市大安區嘉興街３６３巷１８弄１號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
三軍總醫院居家醫療團隊,通化祥寧中醫診所,02-27006777,臺北市大安區通化街２６之５號１樓、２６之５號２樓（地圖),1,,,,1,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,良元中醫診所,02-25553399,臺北市大同區長安西路５１之１號（１樓）（地圖),1,,,,1,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
森星林照護團隊,,,,,,,,,,,
青年公園居家醫療照護團隊,駿琳大直中醫診所,02-85091995,臺北市中山區北安路５９８之１號及６０８巷２弄９號２樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,大直北安中醫診所,02-25329533,臺北市中山區北安路５７５號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,昌盛堂中醫診所,02-25183936,臺北市中山區松江路２７５之１號２樓、２７７號２樓（地圖),1,,,,1,,,1
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
仁和居家醫療照護團隊,濱江中醫診所,02-25158919,臺北市中山區五常街５３巷３０之２號（地圖),1,,,,1,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
臺北藍鵲居家醫療照護團隊,太初中醫診所,02-27775800,臺北市中山區復興北路９２號６樓之１、６樓之２（地圖),1,,,,1,,,
2552-3234 #3683,,,,,,,,,,,
2709-3600 #1118,,,,,,,,,,,
2388-9595 #8416,,,,,,,,,,,
紫薇居家醫療團隊,大直錦禾中醫診所,02-85091339,臺北市中山區北安路４７０號（１樓、２樓）（地圖),1,,,,1,,,
24251665,,,,,,,,,,,
紫薇居家醫療團隊,錦禾中醫診所,02-87519565,臺北市內湖區港墘路１２１號１樓（地圖),1,,,,1,,,1
24251665,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,恩光中醫診所,02-87977598,臺北市內湖區江南街１５號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,照境中醫診所,02-87978007,臺北市內湖區文德路１０１巷１弄１號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,圓覺中醫診所,02-27971207,臺北市內湖區環山路１段１３０號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,翰林中醫診所,02-77307376,臺北市南港區研究院路１段２７號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,張一凡中醫診所,02-27885285,臺北市南港區研究院路１段１５號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,惠眾中醫診所,02-28336191,臺北市士林區美德街７０號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,悅展中醫診所,02-28128132,臺北市士林區延平北路５段２４３號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,指筌中醫診所,02-88666146,臺北市士林區德行西路１０２號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,寶安中醫診所,02-28825335,臺北市士林區中正路２９６號（２樓）（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
紫薇居家醫療團隊,士林錦禾中醫診所,02-88665128,臺北市士林區士東路１６號（實際使用：１樓）、１８號２樓（地圖),1,,,,1,,,1
24251665,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
青年公園居家醫療照護團隊,士林同仁中醫診所,02-28883889,臺北市士林區文林路４０２號（實際使用：１、２樓）（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
仁和居家醫療照護團隊,三合中醫診所,02-28983027,臺北市北投區三合街２段４４６號（地圖),1,,,,1,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
仁和居家醫療照護團隊,天璽中醫診所,02-28281138,臺北市北投區裕民二路３３巷２號及６號（地圖),1,,,,1,,,1
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
衛生福利部臺北醫院居家整合醫療照護團隊,善揚中醫診所,02-28280877,臺北市北投區西安街１段１５７號（地圖),1,,,,1,,,1
02-22761136#5201~5205,,,,,,,,,,,
909932122,,,,,,,,,,,
臺北市立關渡醫院-委託臺北榮民總醫院經營,,,,,,,,,,,
28587000 #2186,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
臺北榮民總醫院居家醫療照護團隊,,,,,,,,,,,
28757458,,,,,,,,,,,
28757460,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
安康喜樂居家醫療照護團隊,,,,,,,,,,,
02-29633312,,,,,,,,,,,
02-29633312,,,,,,,,,,,
(02)2922-8000,,,,,,,,,,,
森星林照護團隊,,,,,,,,,,,
青年公園居家醫療照護團隊,隆豪中醫診所,02-28239999,臺北市北投區明德路１５７號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
仁和居家醫療照護團隊,,,,,,,,,,,
(02)2892-8769,,,,,,,,,,,
(02)2891-7453,,,,,,,,,,,
青年公園居家醫療照護團隊,蔡榮鏡中醫診所,02-27267964,臺北市信義區林口街２４巷８號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,聖心中醫診所,02-27322000,臺北市信義區和平東路３段３９１巷２８號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
北醫居家照護團隊,頌讚中醫診所,02-23452516,臺北市信義區莊敬路３２５巷４號（地圖),1,,,,1,,,1
2737-2181轉3938,,,,,,,,,,,
三軍總醫院居家醫療團隊,,,,,,,,,,,
(02)87923311#88171,,,,,,,,,,,
青年公園居家醫療照護團隊,沄禾中醫診所,02-27276869,臺北市信義區林口街１９２號１樓（地圖),1,,,,1,,,1
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,同安中醫診所,02-23687998,臺北市中正區同安街４１號（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,珍仁堂中醫診所,02-23915512,臺北市中正區忠孝東路２段９８號１樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,宏達中醫診所,02-23651209,臺北市中正區汀州路３段２１１號２樓（地圖),1,,,,1,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
衛生福利部臺北醫院居家整合醫療照護團隊,厚德中醫診所,02-23582378,臺北市中正區南昌路１段５３號（地圖),1,,,,1,,,
02-22761136#5201~5205,,,,,,,,,,,
909932122,,,,,,,,,,,
青年公園居家醫療照護團隊,,,,,,,,,,,
(02)2973-8188,,,,,,,,,,,
(02)2309-2807,,,,,,,,,,,
青年公園居家醫療照護團隊,旭生中醫診所,02-23032023,臺北市萬華區萬大路５２６號（地圖),1,,,,1,,,1
