醫事機構代碼,醫事機構名稱,主責機構註記,醫事機構地址,醫事機構電話,生效起日,生效迄日,整合團隊代碼,整合團隊名稱
3536051754,何秋燕皮膚科診所,,臺中市沙鹿區沙田路５３－４、５３－５號１樓,(04)26362982,20240913,29101231,HM36110001,天使團隊
3536060048,啟恩診所,,臺中市梧棲區中正里中和街８１號,(04)26562268,20241017,29101231,HM36110001,天使團隊
3536060048,啟恩診所,,臺中市梧棲區中正里中和街８１號,(04)26562268,20180410,29101231,HM36060001,童一家
3536061241,安心診所,,臺中市梧棲區港埠路一段１１１５號１樓,(04)26562059,20180105,29101231,HM36060001,童一家
3536061241,安心診所,,臺中市梧棲區港埠路一段１１１５號１樓,(04)26562059,20201022,29101231,HM36050001,光田醫院
3536061241,安心診所,,臺中市梧棲區港埠路一段１１１５號１樓,(04)26562059,20210324,29101231,HM03050001,僕子居家醫療團隊
3536070099,后里張婦產外科診所,,臺中市后里區甲后路一段５３１號１樓、２樓,(04)25560555,20241016,29101231,HM38030001,馨福
3536070179,國泰診所,,臺中市后里區甲后路一段２５５號１樓,(04)25577378,20180115,29101231,HM36110001,天使團隊
3536070179,國泰診所,,臺中市后里區甲后路一段２５５號１樓,(04)25577378,20170807,29101231,HM36010003,豐原醫院居家醫療
3536070179,國泰診所,,臺中市后里區甲后路一段２５５號１樓,(04)25577378,20190311,29101231,HM17060002,臺中榮民總醫院
3536070179,國泰診所,,臺中市后里區甲后路一段２５５號１樓,(04)25577378,20240419,29101231,HM36050001,光田醫院
3536070179,國泰診所,,臺中市后里區甲后路一段２５５號１樓,(04)25577378,20240506,29101231,HM17080002,國際慈善事業聯盟
3536070240,佳音診所,,臺中市后里區甲后路一段４００號１樓、２樓,(04)25573268,20160902,29101231,HM36100001,心分享
3536071363,后安診所,,臺中市后里區甲后路一段３１５號１樓,(04)25587800,20171116,29101231,HM36110001,天使團隊
3536071363,后安診所,,臺中市后里區甲后路一段３１５號１樓,(04)25587800,20170531,29101231,HM36100001,心分享
3536071381,吉泰診所,,臺中市后里區甲后路一段１６５號１樓、１６７號１樓,(04)25585980,20170323,29101231,HM36100001,心分享
3536071425,后里維恩耳鼻喉科診所,,臺中市后里區甲后路１段４８０號１樓,(04)25586608,20230320,29101231,HM36110001,天使團隊
3536071425,后里維恩耳鼻喉科診所,,臺中市后里區甲后路１段４８０號１樓,(04)25586608,20160622,29101231,HM36010001,馨豐
3536071425,后里維恩耳鼻喉科診所,,臺中市后里區甲后路１段４８０號１樓,(04)25586608,20210429,29101231,HM03070001,平安(原名稱:微笑東勢)
3536071425,后里維恩耳鼻喉科診所,,臺中市后里區甲后路１段４８０號１樓,(04)25586608,20210817,29101231,HM36010004,豐之采
3536071434,望晴診所,,臺中市后里區甲后路一段８１３號１、２樓,(04)25585284,20241016,29101231,HM38030001,馨福
3536080059,祈安聯合診所,,臺中市神岡區社南里民生路２７號,(04)25625470,20170607,29101231,HM03180001,慈心
3536080059,祈安聯合診所,,臺中市神岡區社南里民生路２７號,(04)25625470,20171027,29101231,HM36110001,天使團隊
3536081314,林政益小兒科診所,,臺中市神岡區岸裡里中山路３３號,(04)25152765,20170401,29101231,HM17060002,臺中榮民總醫院
3536081323,晉安診所,,臺中市神岡區中山路８６５號１樓、８６７號３樓、８６７號４樓,(04)25632666,20190820,29101231,HM03180001,慈心
3536081323,晉安診所,,臺中市神岡區中山路８６５號１樓、８６７號３樓、８６７號４樓,(04)25632666,20210601,29101231,HM36010004,豐之采
3536081323,晉安診所,,臺中市神岡區中山路８６５號１樓、８６７號３樓、８６７號４樓,(04)25632666,20210329,29101231,HM03050001,僕子居家醫療團隊
3536081323,晉安診所,,臺中市神岡區中山路８６５號１樓、８６７號３樓、８６７號４樓,(04)25632666,20250304,29101231,HM36010003,豐原醫院居家醫療
3536081323,晉安診所,,臺中市神岡區中山路８６５號１樓、８６７號３樓、８６７號４樓,(04)25632666,20200504,29101231,HM36110001,天使團隊
3536090046,周肇銘診所,,臺中市潭子區中山路二段３９２號１、２樓及３９４號１、２、３樓,(04)25335451,20180308,29101231,HM36100001,心分享
3536090206,林田診所,,臺中市潭子區合作街５３號１樓,(04)25380218,20190820,29101231,HM03180001,慈心
3536090206,林田診所,,臺中市潭子區合作街５３號１樓,(04)25380218,20171206,29101231,HM17060001,澄清綜合醫院中港分院
3536090206,林田診所,,臺中市潭子區合作街５３號１樓,(04)25380218,20180327,29101231,HM17060002,臺中榮民總醫院
3536090206,林田診所,,臺中市潭子區合作街５３號１樓,(04)25380218,20180208,29101231,HM36110001,天使團隊
3536090260,林啟忠診所,,臺中市潭子區福潭路５０３號１樓,(04)25377563,20171110,29101231,HM36110001,天使團隊
3536091561,陳志慶診所,,臺中市潭子區中山路二段３７２號１樓,(04)25325550,20201109,29101231,HM17040001,健康
3536091712,佳佑診所,,臺中市潭子區勝利路３１９號１樓,(04)25336888,20171228,29101231,HM36110001,天使團隊
3536091712,佳佑診所,,臺中市潭子區勝利路３１９號１樓,(04)25336888,20160614,29101231,HM36100001,心分享
3536091712,佳佑診所,,臺中市潭子區勝利路３１９號１樓,(04)25336888,20240809,29101231,HM17080002,國際慈善事業聯盟
3536091712,佳佑診所,,臺中市潭子區勝利路３１９號１樓,(04)25336888,20231214,29101231,HM36010004,豐之采
3536091749,家興診所,,臺中市潭子區中山路１段３７號１樓,(04)25319968,20200708,29101231,HM36110001,天使團隊
3536091749,家興診所,,臺中市潭子區中山路１段３７號１樓,(04)25319968,20220222,29101231,HM03190002,長安醫院居家醫療照護團隊
3536091749,家興診所,,臺中市潭子區中山路１段３７號１樓,(04)25319968,20171107,29101231,HM17050002,中國醫藥大學附設醫院
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20241022,29101231,HM03190004,祐健康
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20210505,29101231,HM36110001,天使團隊
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20231204,29101231,HM36010003,豐原醫院居家醫療
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20250528,29101231,HM36060001,童一家
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20241001,29101231,HM03190002,長安醫院居家醫療照護團隊
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20191227,29101231,HM17060002,臺中榮民總醫院
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20210316,29101231,HM03180001,慈心
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20200916,29101231,HM17060001,澄清綜合醫院中港分院
3536100154,陳台祝診所,,臺中市大雅區學府路１７１號,(04)25680299,20171107,29101231,HM17050002,中國醫藥大學附設醫院
3536100270,宗澤診所,,臺中市大雅區文雅里中山北路４９２號,(04)25683943,20170401,29101231,HM17060002,臺中榮民總醫院
3536100270,宗澤診所,,臺中市大雅區文雅里中山北路４９２號,(04)25683943,20190221,29101231,HM03070001,平安(原名稱:微笑東勢)
3536100341,李明慧婦產科診所,,臺中市大雅區中清路三段１１８９號,(04)25678237,20170401,29101231,HM17060002,臺中榮民總醫院
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20170726,29101231,HM03070001,平安(原名稱:微笑東勢)
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20190820,29101231,HM03180001,慈心
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20200715,29101231,HM36010004,豐之采
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20170401,29101231,HM17060002,臺中榮民總醫院
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20220411,29101231,HM17040001,健康
3536100449,長安診所,,臺中市大雅區大雅里民興街５７號１，２，３樓,(04)25609988,20210324,29101231,HM03050001,僕子居家醫療團隊
3536101464,吳耳鼻喉科診所,,臺中市大雅區大雅里學府路３３３號,(04)25683001,20171206,29101231,HM17060001,澄清綜合醫院中港分院
3536101464,吳耳鼻喉科診所,,臺中市大雅區大雅里學府路３３３號,(04)25683001,20171206,29101231,HM36110001,天使團隊
3536101464,吳耳鼻喉科診所,,臺中市大雅區大雅里學府路３３３號,(04)25683001,20201215,29101231,HM17060002,臺中榮民總醫院
3536101464,吳耳鼻喉科診所,,臺中市大雅區大雅里學府路３３３號,(04)25683001,20190820,29101231,HM03180001,慈心
3536101482,林釗尚小兒科診所,,臺中市大雅區大雅路１４９號１樓及１５１號１樓、２樓,(04)25600313,20211221,29101231,HM03050001,僕子居家醫療團隊
3536101482,林釗尚小兒科診所,,臺中市大雅區大雅路１４９號１樓及１５１號１樓、２樓,(04)25600313,20171027,29101231,HM36110001,天使團隊
3536101482,林釗尚小兒科診所,,臺中市大雅區大雅路１４９號１樓及１５１號１樓、２樓,(04)25600313,20171026,29101231,HM17060002,臺中榮民總醫院
3536101482,林釗尚小兒科診所,,臺中市大雅區大雅路１４９號１樓及１５１號１樓、２樓,(04)25600313,20171003,29101231,HM17060001,澄清綜合醫院中港分院
3536101482,林釗尚小兒科診所,,臺中市大雅區大雅路１４９號１樓及１５１號１樓、２樓,(04)25600313,20190909,29101231,HM03180001,慈心
3536101517,宏明眼科診所,,臺中市大雅區中清東路１０４號１，２樓,(04)25668672,20170401,29101231,HM17060002,臺中榮民總醫院
3536101526,楊得銘皮膚科診所,,臺中市大雅區雅環路二段３１８號１及２樓,(04)25653075,20170401,29101231,HM17060002,臺中榮民總醫院
3536101562,大中小兒科診所,,臺中市大雅區雅潭路四段７１１號,(04)25607116,20190410,29101231,HM36110001,天使團隊
3536101562,大中小兒科診所,,臺中市大雅區雅潭路四段７１１號,(04)25607116,20171206,29101231,HM17060001,澄清綜合醫院中港分院
3536101562,大中小兒科診所,,臺中市大雅區雅潭路四段７１１號,(04)25607116,20190909,29101231,HM03180001,慈心
3536101599,維弘復健科診所,,臺中市大雅區民興街６３號１，４，５樓,(04)25681919,20210923,29101231,HM36060001,童一家
3536101599,維弘復健科診所,,臺中市大雅區民興街６３號１，４，５樓,(04)25681919,20210805,29101231,HM17060001,澄清綜合醫院中港分院
3536101599,維弘復健科診所,,臺中市大雅區民興街６３號１，４，５樓,(04)25681919,20171027,29101231,HM36110001,天使團隊
3536101599,維弘復健科診所,,臺中市大雅區民興街６３號１，４，５樓,(04)25681919,20170912,29101231,HM03180001,慈心
3536101599,維弘復健科診所,,臺中市大雅區民興街６３號１，４，５樓,(04)25681919,20210601,29101231,HM17060002,臺中榮民總醫院
3536110105,隆安聯合診所,,臺中市新社區新社里興安路３２號,(04)25821541,20171026,29101231,HM17060002,臺中榮民總醫院
3536111139,興安診所,,臺中市新社區新社里興安路４９－２、４９－３號,(04)25816740,20170807,29101231,HM36010003,豐原醫院居家醫療
3536111184,林新診所,,臺中市新社區興社街４段７３號之１號,(04)25811266,20170814,29101231,HM03070001,平安(原名稱:微笑東勢)
3536111184,林新診所,,臺中市新社區興社街４段７３號之１號,(04)25811266,20170401,29101231,HM17060002,臺中榮民總醫院
3536140032,安田診所,,臺中市大安區中山南路２８１號１樓,(04)26713527,20170927,29101231,HM36050001,光田醫院
3536150136,鄭昭弘診所,,臺中市烏日區溪南路１段４０９號,(04)23352721,20170622,29101231,HM36100001,心分享
3536150136,鄭昭弘診所,,臺中市烏日區溪南路１段４０９號,(04)23352721,20170608,29101231,HM36190001,真善美
3536150136,鄭昭弘診所,,臺中市烏日區溪南路１段４０９號,(04)23352721,20180122,29101231,HM03180001,慈心
3536150243,藍毅生診所,,臺中市烏日區中山路１段３４９號,(04)23368180,20160902,29101231,HM36100001,心分享
3536151366,學田診所,,臺中市烏日區學田路便行巷４３號１樓,(04)23366809,20200309,29101231,HM36100001,心分享
3536151473,神農皮膚科診所,,臺中市烏日區中山路一段４００號１樓,(04)23380101,20170522,29101231,HM36100001,心分享
3536151517,佳康診所,,臺中市烏日區溪南路一段５６２號１樓,(04)23353332,20171027,29101231,HM36110001,天使團隊
3536160141,小林診所,,臺中市大肚區頂街里沙田路二段７２３號,(04)26998489,20170323,29101231,HM36100001,心分享
3536160196,其安診所,,臺中市大肚區沙田路一段４０４號,(04)26935789,20210401,29101231,HM03050001,僕子居家醫療團隊
3536160196,其安診所,,臺中市大肚區沙田路一段４０４號,(04)26935789,20250801,29101231,HM03190002,長安醫院居家醫療照護團隊
3536160196,其安診所,,臺中市大肚區沙田路一段４０４號,(04)26935789,20170927,29101231,HM36050001,光田醫院
3536161273,培安診所,,臺中市大肚區沙田路一段４０４號,(04)26935789,20170927,29101231,HM36050001,光田醫院
3536161308,明安診所,,臺中市大肚區沙田路一段４０４號,(04)26935789,20170927,29101231,HM36050001,光田醫院
3536161326,欣民診所,,臺中市大肚區沙田路２段６２５號１樓,(04)26993299,20240528,29101231,HM36050001,光田醫院
3536161326,欣民診所,,臺中市大肚區沙田路２段６２５號１樓,(04)26993299,20171219,29101231,HM17060002,臺中榮民總醫院
3536161326,欣民診所,,臺中市大肚區沙田路２段６２５號１樓,(04)26993299,20171110,29101231,HM36110001,天使團隊
3536161326,欣民診所,,臺中市大肚區沙田路２段６２５號１樓,(04)26993299,20180122,29101231,HM03180001,慈心
3536170101,平安內小兒科診所,,臺中市龍井區中央路一段２５９號,(04)26392148,20170927,29101231,HM36050001,光田醫院
3536170138,崇祐診所,,臺中市龍井區新東里新興路４５之２號,(04)26321081,20171027,29101231,HM36110001,天使團隊
3536170138,崇祐診所,,臺中市龍井區新東里新興路４５之２號,(04)26321081,20171115,29101231,HM17040001,健康
3536170138,崇祐診所,,臺中市龍井區新東里新興路４５之２號,(04)26321081,20170705,29101231,HM36120001,坪安
3536170138,崇祐診所,,臺中市龍井區新東里新興路４５之２號,(04)26321081,20180417,29101231,HM17030003,晏居
3536170138,崇祐診所,,臺中市龍井區新東里新興路４５之２號,(04)26321081,20171026,29101231,HM17060002,臺中榮民總醫院
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20170401,29101231,HM17060002,臺中榮民總醫院
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20170629,29101231,HM36060001,童一家
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20201230,29101231,HM36190001,真善美
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20230529,29101231,HM17030003,晏居
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20180425,29101231,HM36050001,光田醫院
3536171475,魏嘉慶家庭醫學科診所,,臺中市龍井區臺灣大道五段１０９巷２３號、２９號１樓,(04)26330053,20180209,29101231,HM17060001,澄清綜合醫院中港分院
